Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Default)	Opportunity (Default)	Predicted Error Rate (Default)
3060	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	WORKSHEET:R3C2	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.711	.	0.711	incorrect	1	0	1	.	Write expression; any form~~Write expression; negative intercept~~Using small numbers~~Write expression; negative slope~~Using difficult numbers~~Write Expression; mx+b	13~~9~~52~~5~~38~~11	
3061	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	WORKSHEET:R4C1	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.111	0.111	.	correct	0	0	1	.	Entering a given~~Enter given; reading numerals	45~~26	
3062	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	WORKSHEET:R4C2	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.111	0.111	.	correct	0	0	1	.	Find Y; any form~~Find Y; negative slope~~Using small numbers~~Using difficult numbers	25~~9~~53~~39	
3063	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	WORKSHEET:R5C2	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.222	.	0.222	incorrect	1	0	1	.	Entering a given~~Enter given; reading words	46~~20	
3064	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	WORKSHEET:R5C1	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.333	0.333	.	correct	2	0	1	.	Find X; any form~~Find X; negative slope~~Using small numbers~~Using difficult numbers	21~~9~~54~~40	
3065	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	WORKSHEET:R6C1	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.194	.	0.194	incorrect	1	0	1	.	Entering a given~~Enter given; reading numerals~~Convert unit; standard	47~~27~~4	
3066	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	WORKSHEET:R6C2	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.083	0.083	.	correct	0	0	1	.	Find Y; any form~~Find Y; negative slope~~Using small numbers~~Using difficult numbers	26~~10~~55~~41	
3067	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	WORKSHEET:R7C2	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.166	0.166	.	correct	1	0	1	.	Entering a given~~Enter given; reading words	48~~21	
3068	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	WORKSHEET:R7C1	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.249	0.249	.	correct	2	0	1	.	Find X; any form~~Find X; negative slope~~Using small numbers~~Using difficult numbers	22~~10~~56~~42	
3069	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	GRAPHER:yMin	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.249	0.249	.	correct	2	0	1	.	Changing axis bounds	48	
3070	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	GRAPHER:yScale	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.083	0.083	.	correct	0	0	1	.	Changing axis intervals	19	
3071	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	GRAPHER:xMax	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.201	.	0.201	incorrect	2	0	1	.	Changing axis bounds	49	
3072	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	GRAPHER:xScale	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.118	0.118	.	correct	1	0	1	.	Changing axis intervals	20	
3074	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	GRAPHER:Series1PlotPoint1	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.177	0.177	.	correct	2	0	1	.	Correctly placing points	46	
3076	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	GRAPHER:Series1PlotPoint2	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.118	.	0.118	incorrect	1	0	1	.	Correctly placing points	47	
3078	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	GRAPHER:Series1PlotPoint3	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.059	0.059	.	correct	0	0	1	.	Correctly placing points	48	
3080	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmmrlm4qggwfdrcme006	4	GRAPHER:Series1PlotPoint4	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	11/18/2015 11:37	0.177	0.177	.	correct	2	0	1	.	Correctly placing points	49	
3082	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	1	WORKSHEET:R2C1	11/18/2015 11:37	11/18/2015 11:40	11/18/2015 11:40	11/18/2015 11:40	224	224	.	correct	0	0	1	.	Identifying units	19	
3083	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	1	WORKSHEET:R2C2	11/18/2015 11:40	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	4	4	.	correct	0	0	1	.	Identifying units	20	
3084	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	1	WORKSHEET:R3C1	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	1	1	.	correct	0	0	1	.	Define Variable	13	
3085	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	1	WORKSHEET:R3C2	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	26	26	.	correct	0	0	1	.	Write expression; any form~~Write expression; positive intercept~~Using large numbers~~Write expression; negative slope~~Using difficult numbers~~Write Expression; mx+b	14~~3~~6~~6~~43~~12	
3086	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	1	WORKSHEET:R4C1	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	3	3	.	correct	0	0	1	.	Entering a given~~Enter given; reading words	49~~22	
3087	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	1	WORKSHEET:R4C2	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	3	3	.	correct	0	0	1	.	Find Y; any form~~Find Y; negative slope~~Using large numbers~~Using difficult numbers	27~~11~~7~~44	
3088	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	1	WORKSHEET:R5C2	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	7	7	.	correct	0	0	1	.	Entering a given~~Enter given; reading numerals	50~~28	
3089	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	1	WORKSHEET:R6C2	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	8	8	.	correct	0	0	1	.	Entering a given~~Enter given; reading numerals	51~~29	
3090	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	1	WORKSHEET:R7C1	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	3	3	.	correct	0	0	1	.	Entering a given~~Enter given; reading numerals	52~~30	
3091	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	1	WORKSHEET:R7C2	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	11/18/2015 11:41	3	3	.	correct	0	0	1	.	Find Y; any form~~Find Y; negative slope~~Using large numbers~~Using difficult numbers	28~~12~~8~~45	
3092	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	2	WORKSHEET:R5C1	11/18/2015 11:54	11/18/2015 11:57	11/18/2015 11:57	11/18/2015 11:57	188	188	.	correct	0	0	1	.	Find X; any form~~Find X; negative slope~~Using large numbers~~Using difficult numbers	23~~11~~9~~46	
3093	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	2	WORKSHEET:R6C1	11/18/2015 11:57	11/18/2015 12:02	11/18/2015 12:02	11/18/2015 12:02	259	259	.	correct	0	0	1	.	Find X; any form~~Find X; negative slope~~Using large numbers~~Using difficult numbers	24~~12~~10~~47	
3094	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	2	GRAPHER:yMin	11/18/2015 12:02	11/18/2015 12:02	11/18/2015 12:02	11/18/2015 12:02	12	12	.	correct	0	0	1	.	Changing axis bounds	50	
3095	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	2	GRAPHER:yMax	11/18/2015 12:02	11/18/2015 12:02	11/18/2015 12:02	11/18/2015 12:02	7	7	.	correct	0	0	1	.	Changing axis bounds	51	
3096	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	2	GRAPHER:yScale	11/18/2015 12:02	11/18/2015 12:02	11/18/2015 12:02	11/18/2015 12:02	11	11	.	correct	0	0	1	.	Changing axis intervals	21	
3098	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	2	GRAPHER:Series1PlotPoint1	11/18/2015 12:02	11/18/2015 12:03	11/18/2015 12:03	11/18/2015 12:03	15	.	15	incorrect	2	0	1	.	Correctly placing points	50	
3100	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	2	GRAPHER:Series1PlotPoint2	11/18/2015 12:03	11/18/2015 12:03	11/18/2015 12:03	11/18/2015 12:03	8	8	.	correct	0	0	1	.	Correctly placing points	51	
3102	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	2	GRAPHER:Series1PlotPoint3	11/18/2015 12:04	11/18/2015 12:04	11/18/2015 12:04	11/18/2015 12:04	6	6	.	correct	0	0	1	.	Correctly placing points	52	
3104	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwfdrcmwt8	2	GRAPHER:Series1PlotPoint4	11/18/2015 12:04	11/18/2015 12:04	11/18/2015 12:04	11/18/2015 12:04	14	14	.	correct	0	0	1	.	Correctly placing points	53	
3106	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	1	WORKSHEET:R3C1	11/18/2015 12:04	11/18/2015 12:04	11/18/2015 12:04	11/18/2015 12:04	12	12	.	correct	0	0	1	.	Define Variable	14	
3108	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	1	WORKSHEET:R3C2	11/18/2015 12:05	11/18/2015 12:06	11/18/2015 12:06	11/18/2015 12:06	49	.	49	hint	0	5	1	.	Write expression; any form~~Write expression; zero intercept~~Using small numbers~~Write expression; positive slope~~Using difficult numbers~~Write expression; simple	15~~3~~57~~9~~48~~3	
3109	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	1	WORKSHEET:R4C2	11/18/2015 12:06	11/18/2015 12:07	11/18/2015 12:07	11/18/2015 12:07	68.5	.	68.5	incorrect	1	0	1	.	Find Y; any form~~Find Y; Simple~~Using small numbers~~Using difficult numbers	29~~6~~58~~49	
3110	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	1	WORKSHEET:R4C1	11/18/2015 12:07	11/18/2015 12:07	11/18/2015 12:07	11/18/2015 12:07	5.5	5.5	.	correct	0	0	1	.	Entering a given~~Enter given; reading numerals	53~~31	
3111	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	1	WORKSHEET:R5C1	11/18/2015 12:07	11/18/2015 12:08	11/18/2015 12:08	11/18/2015 12:08	12.5	12.5	.	correct	0	0	1	.	Entering a given~~Enter given; reading numerals	54~~32	
3112	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	1	WORKSHEET:R5C2	11/18/2015 12:07	11/18/2015 12:08	11/18/2015 12:08	11/18/2015 12:08	12.5	12.5	.	correct	0	0	1	.	Find Y; any form~~Find Y; Simple~~Using small numbers~~Using difficult numbers	30~~7~~59~~50	
3113	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	1	WORKSHEET:R6C2	11/18/2015 12:08	11/18/2015 12:08	11/18/2015 12:08	11/18/2015 12:08	5	5	.	correct	0	0	1	.	Entering a given~~Enter given; reading numerals	55~~33	
3114	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	1	WORKSHEET:R7C2	11/18/2015 12:08	11/18/2015 12:08	11/18/2015 12:08	11/18/2015 12:08	3	3	.	correct	0	0	1	.	Entering a given~~Enter given; reading numerals	56~~34	
3115	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	1	WORKSHEET:R6C1	11/18/2015 12:08	11/18/2015 12:12	11/18/2015 12:16	11/18/2015 12:16	452	.	452	incorrect	1	4	1	.	Find X; any form~~Find X; Simple~~Using small numbers~~Using difficult numbers	25~~4~~60~~51	
3116	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	1	WORKSHEET:R7C1	11/18/2015 12:16	11/18/2015 12:17	11/18/2015 12:17	11/18/2015 12:17	105	105	.	correct	0	0	1	.	Find X; any form~~Find X; Simple~~Using small numbers~~Using difficult numbers	26~~5~~61~~52	
3117	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	1	GRAPHER:xMax	11/18/2015 12:17	11/18/2015 12:18	11/18/2015 12:18	11/18/2015 12:18	58	58	.	correct	0	0	1	.	Changing axis bounds	52	
3118	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	1	GRAPHER:yMax	11/18/2015 12:18	11/18/2015 12:19	11/18/2015 12:19	11/18/2015 12:19	21	.	21	incorrect	1	0	1	.	Changing axis bounds	53	
3119	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	1	GRAPHER:yScale	11/18/2015 12:19	11/18/2015 12:19	11/18/2015 12:19	11/18/2015 12:19	28	28	.	correct	0	0	3	.	Changing axis intervals	22	
3120	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	1	GRAPHER:xScale	11/18/2015 12:19	11/18/2015 12:19	11/18/2015 12:19	11/18/2015 12:19	5	5	.	correct	0	0	1	.	Changing axis intervals	23	
3123	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	2	GRAPHER:Series1PlotPoint1	11/18/2015 12:20	11/18/2015 12:20	11/18/2015 12:21	11/18/2015 12:21	55	.	55	incorrect	6	4	1	.	Correctly placing points	54	
3125	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	2	GRAPHER:Series1PlotPoint2	11/18/2015 12:22	11/18/2015 12:22	11/18/2015 12:22	11/18/2015 12:22	42	42	.	correct	0	0	1	.	Correctly placing points	55	
3127	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	2	GRAPHER:Series1PlotPoint3	11/18/2015 12:22	11/18/2015 12:23	11/18/2015 12:23	11/18/2015 12:23	37	.	37	incorrect	3	1	1	.	Correctly placing points	56	
3129	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lmrmlfwrmwt4	2	GRAPHER:Series1PlotPoint4	11/18/2015 12:23	11/18/2015 12:23	11/18/2015 12:23	11/18/2015 12:23	2	2	.	correct	0	0	1	.	Correctly placing points	57	
3131	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwmdrcmwt6	1	WORKSHEET:R2C1	11/18/2015 12:24	11/18/2015 12:24	11/18/2015 12:25	11/18/2015 12:25	36	.	36	incorrect	1	0	1	.	Identifying units	21	
3132	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwmdrcmwt6	1	WORKSHEET:R2C2	11/18/2015 12:25	11/18/2015 12:25	11/18/2015 12:25	11/18/2015 12:25	7	7	.	correct	0	0	1	.	Identifying units	22	
3133	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwmdrcmwt6	1	WORKSHEET:R3C1	11/18/2015 12:25	11/18/2015 12:25	11/18/2015 12:25	11/18/2015 12:25	2	2	.	correct	0	0	1	.	Define Variable	15	
3134	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwmdrcmwt6	1	WORKSHEET:R3C2	11/18/2015 12:25	11/18/2015 12:26	11/18/2015 12:27	11/18/2015 12:27	145	.	145	incorrect	2	4	1	.	Write expression; any form~~Write expression; negative intercept~~Using small numbers~~Write expression; positive slope~~Using simple numbers~~Write Expression; mx+b	16~~10~~62~~10~~20~~13	
3135	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwmdrcmwt6	1	WORKSHEET:R4C1	11/18/2015 12:27	11/18/2015 12:27	11/18/2015 12:27	11/18/2015 12:27	4	4	.	correct	0	0	1	.	Entering a given~~Enter given; reading words	57~~23	
3136	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwmdrcmwt6	1	WORKSHEET:R4C2	11/18/2015 12:27	11/18/2015 12:27	11/18/2015 12:27	11/18/2015 12:27	4	4	.	correct	0	0	1	.	Find Y; any form~~Find Y; positive slope~~Using small numbers~~Using simple numbers	31~~12~~63~~21	
3137	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwmdrcmwt6	1	WORKSHEET:R5C2	11/18/2015 12:27	11/18/2015 12:27	11/18/2015 12:27	11/18/2015 12:27	8	8	.	correct	0	0	1	.	Entering a given~~Enter given; reading numerals	58~~35	
3138	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwmdrcmwt6	1	WORKSHEET:R6C2	11/18/2015 12:28	11/18/2015 12:28	11/18/2015 12:28	11/18/2015 12:28	19	.	19	incorrect	2	3	1	.	Find Y; any form~~Find Y; positive slope~~Using small numbers~~Using simple numbers	32~~13~~64~~22	
3139	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwmdrcmwt6	1	WORKSHEET:R7C2	11/18/2015 12:29	11/18/2015 12:30	11/18/2015 12:30	11/18/2015 12:30	23	.	23	incorrect	1	3	1	.	Find Y; any form~~Find Y; positive slope~~Using small numbers~~Using simple numbers	33~~14~~65~~23	
3140	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum cc2qtopiciv=iprept2fem73=54hbrm, Unit msm-linear-models-mult-rep, Section msm-linear-models-mult-rep-1"	lm4qggwmdrcmwt6	1	WORKSHEET:R5C1	11/18/2015 12:30	11/18/2015 12:31	11/18/2015 12:31	11/18/2015 12:31	56	56	.	correct	0	0	1	.	Find X; any form~~Find X; positive slope~~Using small numbers~~Using simple numbers	27~~10~~66~~24	
